player_name,enemy_team,own_goal,penalty,goals_scored,goals_conceded,goal_success
Danilo Pereira,Antigua and Barbuda,0,0,1,65,0
Danilo Pereira,Iceland,0,0,1,355,0
Danilo Turcios,British Virgin Islands,0,0,5,53,0
Danilo Turcios,Timor-Leste,0,0,5,61,0
Danilo Turcios,Djibouti,0,0,5,85,0
Danko Lazović,Paraguay,0,0,5,297,0
Danko Lazović,Gibraltar,0,0,5,244,0
Danko Lazović,British Virgin Islands,0,0,5,53,0
Danley Jean Jacques,Bulgaria,0,0,1,288,0
Danley Jean Jacques,Georgia,0,0,1,232,0
Danley Jean Jacques,Comoros,0,0,1,27,0
Danny,Congo,0,0,2,92,0
Danny,Republic of Ireland,0,0,2,234,0
Danny,Switzerland,0,0,2,257,0
Danny Blind,Syria,0,0,1,118,0
Danny Blind,Burkina Faso,0,0,1,138,0
Danny Blind,Chad,0,0,1,26,0
Danny Halligan,Czechoslovakia,0,0,3,55,0
Danny Halligan,Sri Lanka,0,0,3,100,0
Danny Halligan,Tonga,0,0,3,72,0
Danny Hay,Uzbekistan,0,0,1,152,0
Danny Hay,Zimbabwe,0,0,1,110,0
Danny Hay,Czechoslovakia,0,0,1,55,0
Danny Koevermans,Dominica,0,0,1,57,0
Danny Koevermans,Comoros,0,0,1,27,0
Danny Koevermans,Uzbekistan,0,0,1,152,0
Danny Moulis,Malta,0,0,3,571,0
Danny Moulis,Lebanon,0,0,3,113,0
Danny Moulis,Mexico,0,0,3,279,0
Danny Mrwanda,Eswatini,0,0,2,41,0
Danny Mrwanda,Cyprus,0,0,2,484,0
Danny Mrwanda,Bahrain,0,0,2,134,0
Danny Tiatto,Denmark,0,0,1,247,0
Danny Tiatto,Sweden,0,0,1,240,0
Danny Tiatto,Mauritania,0,0,1,54,0
Danny Wabo,Saudi Arabia,0,0,1,221,0
Danny Wabo,Ghana,0,0,1,147,0
Danny Wabo,Myanmar,0,0,1,71,0
Danny Welbeck,Ukraine,0,0,12,177,0
Danny Welbeck,Faroe Islands,0,0,12,455,0
Danny Welbeck,Spain,0,0,12,227,0
Dante,Comoros,0,0,1,27,0
Dante,Oman,0,0,1,104,0
Dante,France,0,0,1,217,0
Dante Leverock,Wales,0,0,3,272,0
Dante Leverock,Samoa,0,0,3,91,0
Dante Leverock,Peru,0,0,3,331,0
Danylo Ihnatenko,Azerbaijan,0,0,1,308,0
Danylo Ihnatenko,Saint Kitts and Nevis,0,0,1,72,0
Danylo Ihnatenko,Tahiti,0,0,1,150,0
Danylo Sikan,Togo,0,0,1,121,0
Danylo Sikan,Guyana,0,0,1,71,0
Danylo Sikan,South Sudan,0,0,1,7,0
Daoud Midtadi,Mongolia,0,0,1,73,0
Daoud Midtadi,Fiji,0,0,1,134,0
Daoud Midtadi,Cyprus,0,0,1,484,0
Dare Vršič,Liberia,0,0,2,106,0
Dare Vršič,Estonia,0,0,2,393,0
Dare Vršič,Bosnia and Herzegovina,0,0,2,215,0
Darijo Srna,Yemen,0,0,13,105,0
Darijo Srna,Guyana,0,0,13,71,0
Darijo Srna,Georgia,0,0,13,232,0
Darimosuvito Devaraj,Saint Vincent and the Grenadines,0,0,2,194,0
Darimosuvito Devaraj,Philippines,0,0,2,75,0
Darimosuvito Devaraj,Madagascar,0,0,2,66,0
Darimosuvito Tokijan,Gambia,0,0,4,48,0
Darimosuvito Tokijan,Albania,0,0,4,346,0
Darimosuvito Tokijan,Equatorial Guinea,0,0,4,52,0
Dario Zuffi,Uganda,0,0,1,62,0
Dario Zuffi,Vanuatu,0,0,1,126,0
Dario Zuffi,Netherlands,0,0,1,226,0
Dario Đumić,Sierra Leone,0,0,1,73,0
Dario Đumić,Saint Kitts and Nevis,0,0,1,72,0
Dario Đumić,Kenya,0,0,1,118,0
Dario Šimić,United States Virgin Islands,0,0,2,94,0
Dario Šimić,Mozambique,0,0,2,89,0
Dario Šimić,Niger,0,0,2,64,0
Darius Maciulevičius,Guadeloupe,0,0,5,30,0
Darius Maciulevičius,New Caledonia,0,0,5,69,0
Darius Maciulevičius,Croatia,0,0,5,195,0
Darius Magdišauskas,Kazakhstan,0,0,1,260,0
Darius Magdišauskas,Andorra,0,0,1,396,0
Darius Magdišauskas,Cayman Islands,0,0,1,53,0
Darius Miceika,Philippines,0,0,1,75,0
Darius Miceika,Faroe Islands,0,0,1,455,0
Darius Miceika,Tajikistan,0,0,1,70,0
Darius Vassell,Belize,0,0,1,68,0
Darius Vassell,Puerto Rico,0,0,1,32,0
Darius Vassell,Mexico,0,0,1,279,0
Dariusz Adamczuk,Togo,0,0,1,121,0
Dariusz Adamczuk,United States Virgin Islands,0,0,1,94,0
Dariusz Adamczuk,Czech Republic,0,0,1,200,0
Dariusz Dudka,China PR,0,0,1,158,0
Dariusz Dudka,Nicaragua,0,0,1,66,0
Dariusz Dudka,Vietnam,0,0,1,121,0
Dariusz Dziekanowski,Belgium,0,0,9,274,0
Dariusz Dziekanowski,Mauritius,0,0,9,46,0
Dariusz Dziekanowski,Hong Kong,0,0,9,112,0
Dariusz Marciniak,Anguilla,0,0,1,63,0
Dariusz Marciniak,Sudan,0,0,1,110,0
Dariusz Marciniak,Rwanda,0,0,1,66,0
Darko Churlinov,Cayman Islands,0,0,3,53,0
Darko Churlinov,Ukraine,0,0,3,177,0
Darko Churlinov,Seychelles,0,0,3,46,0
Darko Kovačević,Madagascar,0,0,2,66,0
Darko Kovačević,Liberia,0,0,2,106,0
Darko Kovačević,South Sudan,0,0,2,7,0
Darko Lazović,French Guiana,0,0,1,7,0
Darko Lazović,Montenegro,0,0,1,121,0
Darko Lazović,Ivory Coast,0,0,1,163,0
Darko Maletić,Timor-Leste,0,0,1,61,0
Darko Maletić,Aruba,0,0,1,58,0
Darko Maletić,Kenya,0,0,1,118,0
Darko Pančev,Wales,0,0,13,272,0
Darko Pančev,Equatorial Guinea,0,0,13,52,0
Darko Pančev,Germany,0,0,13,275,0
Darko Velkovski,Jordan,0,0,3,112,0
Darko Velkovski,Australia,0,0,3,167,0
Darko Velkovski,Brazil,0,0,3,214,0
Darko Zorić,India,0,0,1,124,0
Darko Zorić,China PR,0,0,1,158,0
Darko Zorić,Antigua and Barbuda,0,0,1,65,0
Darren Anderton,DR Congo,0,0,1,152,0
Darren Anderton,Turks and Caicos Islands,0,0,1,66,0
Darren Anderton,Saint Vincent and the Grenadines,0,0,1,194,0
Darren Bent,South Korea,0,0,3,188,0
Darren Bent,Mongolia,0,0,3,73,0
Darren Bent,Trinidad and Tobago,0,0,3,208,0
Darren Fletcher,Gibraltar,0,0,4,244,0
Darren Fletcher,Latvia,0,0,4,320,0
Darren Fletcher,Cyprus,0,0,4,484,0
Darren Jackson,Zimbabwe,0,0,1,110,0
Darren Jackson,Suriname,0,0,1,66,0
Darren Jackson,Haiti,0,0,1,123,0
Darren Mattocks,Morocco,0,0,7,122,0
Darren Mattocks,Canada,0,0,7,202,0
Darren Mattocks,Republic of Ireland,0,0,7,234,0
Darren McClennan,Tajikistan,0,0,8,70,0
Darren McClennan,Iran,0,0,8,149,0
Darren McClennan,Bermuda,0,0,8,50,0
Darren O'Dea,Montserrat,0,0,1,49,0
Darren O'Dea,Tanzania,0,0,1,79,0
Darren O'Dea,Japan,0,0,1,183,0
Darryl Gomez,Eritrea,0,0,1,19,0
Darryl Gomez,French Guiana,0,0,1,7,0
Darryl Gomez,Serbia,0,0,1,188,0
Darryl Lachman,Cyprus,0,0,1,484,0
Darryl Lachman,Jamaica,0,0,1,204,0
Darryl Lachman,Honduras,0,0,1,252,0
Darryl Roberts,Tonga,0,0,2,72,0
Darryl Roberts,Senegal,0,0,2,117,0
Darryl Roberts,Malta,0,0,2,571,0
Darvydas Šernas,Eswatini,0,0,4,41,0
Darvydas Šernas,Lebanon,0,0,4,113,0
Darvydas Šernas,Sri Lanka,0,0,4,100,0
Darwin Cerén,Comoros,0,0,3,27,0
Darwin Cerén,Japan,0,0,3,183,0
Darwin Cerén,Zimbabwe,0,0,3,110,0
Darwin Lom,Romania,0,0,3,237,0
Darwin Lom,Chad,0,0,3,26,0
Darwin Lom,South Africa,0,0,3,126,0
Darwin Machís,Gambia,0,0,5,48,0
Darwin Machís,Chile,0,0,5,291,0
Darwin Machís,Zambia,0,0,5,136,0
Darwin Núñez,Serbia,0,0,3,188,0
Darwin Núñez,Uzbekistan,0,0,3,152,0
Darwin Núñez,Yugoslavia,0,0,3,63,0
Daryl Dike,Haiti,0,0,2,123,0
Daryl Dike,Paraguay,0,0,2,297,0
Daryl Dike,Oman,0,0,2,104,0
Daryl Murphy,Cayman Islands,0,0,3,53,0
Daryl Murphy,Yugoslavia,0,0,3,63,0
Daryl Murphy,American Samoa,0,0,3,96,0
Darío Franco,Cuba,0,0,2,173,0
Darío Franco,Maldives,0,0,2,140,0
Darío Franco,South Sudan,0,0,2,7,0
Darío Lezcano,Martinique,0,0,4,57,0
Darío Lezcano,Romania,0,0,4,237,0
Darío Lezcano,Mexico,0,0,4,279,0
Darío Muchotrigo,Kosovo,0,0,1,79,0
Darío Muchotrigo,France,0,0,1,217,0
Darío Muchotrigo,Eswatini,0,0,1,41,0
Darío Rodríguez,Aruba,0,0,3,58,0
Darío Rodríguez,Scotland,0,0,3,253,0
Darío Rodríguez,Burundi,0,0,3,28,0
Darío Silva,Cook Islands,0,0,12,96,0
Darío Silva,Mauritius,0,0,12,46,0
Darío Silva,Bosnia and Herzegovina,0,0,12,215,0
Darío Verón,South Africa,0,0,1,126,0
Darío Verón,Mexico,0,0,1,279,0
Darío Verón,Myanmar,0,0,1,71,0
Datsakorn Thonglao,Vietnam,0,0,5,121,0
Datsakorn Thonglao,Equatorial Guinea,0,0,5,52,0
Datsakorn Thonglao,Samoa,0,0,5,91,0
Dave Mitchell,South Sudan,0,0,8,7,0
Dave Mitchell,Sudan,0,0,8,110,0
Dave Mitchell,Antigua and Barbuda,0,0,8,65,0
Davi Banda,Malawi,0,0,1,103,0
Davi Banda,Kyrgyzstan,0,0,1,70,0
Davi Banda,Suriname,0,0,1,66,0
David Abdul,Kazakhstan,0,0,1,260,0
David Abdul,Jamaica,0,0,1,204,0
David Abdul,Turks and Caicos Islands,0,0,1,66,0
David Alaba,Romania,0,0,11,237,0
David Alaba,Gabon,0,0,11,97,0
David Alaba,Tanzania,0,0,11,79,0
David Beckham,Libya,0,0,13,77,0
David Beckham,Botswana,0,0,13,62,0
David Beckham,Malaysia,0,0,13,136,0
David Ben Dayan,Laos,0,0,1,124,0
David Ben Dayan,Syria,0,0,1,118,0
David Ben Dayan,Ethiopia,0,0,1,65,0
David Brekalo,Singapore,0,0,1,132,0
David Brekalo,Vietnam,0,0,1,121,0
David Brekalo,Cuba,0,0,1,173,0
David Brooks,Slovenia,0,0,4,213,0
David Brooks,India,0,0,4,124,0
David Brooks,Malawi,0,0,4,103,0
David Buezo,Antigua and Barbuda,0,0,2,65,0
David Buezo,Libya,0,0,2,77,0
David Buezo,Macau,0,0,2,164,0
David Carabott,Myanmar,0,0,5,71,0
David Carabott,Pakistan,0,0,5,122,0
David Carabott,Luxembourg,0,0,5,536,0
David Carney,Mexico,0,0,2,279,0
David Carney,United States Virgin Islands,0,0,2,94,0
David Carney,Bolivia,0,0,2,365,0
David Connolly,Tunisia,0,0,5,170,0
David Connolly,India,0,0,5,124,0
David Cotterill,Japan,0,0,1,183,0
David Cotterill,Belize,0,0,1,68,0
David Cotterill,Mexico,0,0,1,279,0
David Douděra,Liechtenstein,0,0,1,466,0
David Douděra,Hungary,0,0,1,315,0
David Douděra,Guinea,0,0,1,149,0
David Edgar,Lithuania,0,0,2,313,0
David Edgar,Indonesia,0,0,2,181,0
David Edgar,Czechoslovakia,0,0,2,55,0
David Edwards,Bulgaria,0,0,2,288,0
David Edwards,Bhutan,0,0,2,58,0
David Edwards,Macau,0,0,2,164,0
David Embé,Mauritius,0,0,2,46,0
David Embé,Malta,0,0,2,571,0
David Firisua,Belize,0,0,1,68,0
David Firisua,Cambodia,0,0,1,130,0
David Firisua,Thailand,0,0,1,183,0
David Fleurival,Libya,0,0,2,77,0
David Fleurival,Colombia,0,0,2,248,0
David Fleurival,Bahrain,0,0,2,134,0
David Giles,China PR,0,0,2,158,0
David Giles,Zambia,0,0,2,136,0
David Giles,Togo,0,0,2,121,0
David Ginola,Samoa,0,0,2,91,0
David Ginola,Fiji,0,0,2,134,0
David Ginola,British Virgin Islands,0,0,2,53,0
David Goodwillie,Uganda,0,0,1,62,0
David Goodwillie,Sudan,0,0,1,110,0
David Goodwillie,Libya,0,0,1,77,0
David Healy,Tunisia,0,0,22,170,0
David Healy,France,0,0,22,217,0
David Healy,Benin,0,0,22,106,0
David Henry,Venezuela,0,0,1,427,0
David Henry,Netherlands,0,0,1,226,0
David Henry,Norway,0,0,1,231,0
David Hopkin,Armenia,0,0,2,285,0
David Hopkin,Samoa,0,0,2,91,0
David Hopkin,Macau,0,0,2,164,0
David Jarolím,Yugoslavia,0,0,1,63,0
David Jarolím,Kyrgyzstan,0,0,1,70,0
David Jarolím,Algeria,0,0,1,189,0
David Kelly,Uganda,0,0,1,62,0
David Kelly,Gabon,0,0,1,97,0
David Kelly,Papua New Guinea,0,0,1,81,0
David Lafata,Northern Ireland,0,0,4,279,0
David Lafata,Kenya,0,0,4,118,0
David Lafata,Mauritania,0,0,4,54,0
David Limberský,Russia,0,0,1,211,0
David Limberský,Uruguay,0,0,1,293,0
David Limberský,Papua New Guinea,0,0,1,81,0
David Lowery,Kazakhstan,0,0,1,260,0
David Lowery,France,0,0,1,217,0
David Lowery,Suriname,0,0,1,66,0
David Luiz,North Macedonia,0,0,2,258,0
David Luiz,Israel,0,0,2,259,0
David Luiz,Azerbaijan,0,0,2,308,0
David Martínez,Argentina,0,0,1,252,0
David Martínez,Tanzania,0,0,1,79,0
David Martínez,Ecuador,0,0,1,283,0
David McCaulay,Argentina,0,0,1,252,0
David McCaulay,Mexico,0,0,1,279,0
David McCaulay,Yemen DPR,0,0,1,7,0
David McGoldrick,Mongolia,0,0,1,73,0
David McGoldrick,Chad,0,0,1,26,0
David McGoldrick,Ghana,0,0,1,147,0
David Muchineripi,Jamaica,0,0,1,204,0
David Muchineripi,Luxembourg,0,0,1,536,0
David Muchineripi,China PR,0,0,1,158,0
David Mulligan,Bangladesh,0,0,3,158,0
David Mulligan,Philippines,0,0,3,75,0
David Mulligan,Kenya,0,0,3,118,0
David Nakhid,Nepal,0,0,1,120,0
David Nakhid,Colombia,0,0,1,248,0
David Nakhid,DR Congo,0,0,1,152,0
David Narey,Croatia,0,0,1,195,0
David Narey,Montenegro,0,0,1,121,0
David Narey,American Samoa,0,0,1,96,0
David Nugent,El Salvador,0,0,1,231,0
David Nugent,Guinea,0,0,1,149,0
David Nugent,Saint Vincent and the Grenadines,0,0,1,194,0
David Nyathi,Guyana,0,0,1,71,0
David Nyathi,Tahiti,0,0,1,150,0
David Nyathi,Tunisia,0,0,1,170,0
David O'Leary,Northern Ireland,0,0,1,279,0
David O'Leary,Georgia,0,0,1,232,0
David O'Leary,Puerto Rico,0,0,1,32,0
David Obua,Philippines,0,0,5,75,0
David Obua,South Sudan,0,0,5,7,0
David Obua,Venezuela,0,0,5,427,0
David Oteo,Nicaragua,0,0,1,66,0
David Oteo,British Virgin Islands,0,0,1,53,0
David Oteo,Lesotho,0,0,1,45,0
David Owino,Andorra,0,0,1,396,0
David Owino,Fiji,0,0,1,134,0
David Owino,Palestine,0,0,1,64,0
David Paniagua,Afghanistan,0,0,1,58,0
David Paniagua,Andorra,0,0,1,396,0
David Paniagua,Honduras,0,0,1,252,0
David Patiño,Guadeloupe,0,0,2,30,0
David Patiño,Latvia,0,0,2,320,0
David Patiño,Libya,0,0,2,77,0
David Phillips,Nepal,0,0,1,120,0
David Phillips,Sierra Leone,0,0,1,73,0
David Phillips,Yemen DPR,0,0,1,7,0
David Platt,Sierra Leone,0,0,12,73,0
David Platt,Saudi Arabia,0,0,12,221,0
David Platt,Kazakhstan,0,0,12,260,0
David Provan,Cook Islands,0,0,1,96,0
David Provan,Lebanon,0,0,1,113,0
David Provan,Armenia,0,0,1,285,0
David Ramírez,Malawi,0,0,2,103,0
David Ramírez,Montserrat,0,0,2,49,0
David Ramírez,Comoros,0,0,2,27,0
David Ratcliffe,Honduras,0,0,1,252,0
David Ratcliffe,Yemen DPR,0,0,1,7,0
David Ratcliffe,Guatemala,0,0,1,153,0
David Rugamas,Iraq,0,0,8,157,0
David Rugamas,Montenegro,0,0,8,121,0
David Rugamas,Hong Kong,0,0,8,112,0
David Silva,Cameroon,0,0,20,196,0
David Silva,Timor-Leste,0,0,20,61,0
David Silva,Venezuela,0,0,20,427,0
David Siradze,Barbados,0,0,5,67,0
David Siradze,Brazil,0,0,5,214,0
David Siradze,Egypt,0,0,5,152,0
David Strelec,Nicaragua,0,0,2,66,0
David Strelec,Luxembourg,0,0,2,536,0
David Strelec,El Salvador,0,0,2,231,0
David Suazo,Saint Lucia,0,0,11,62,0
David Suazo,Tonga,0,0,11,72,0
David Targamadze,Belize,0,0,1,68,0
David Targamadze,Solomon Islands,0,0,1,166,0
David Targamadze,Scotland,0,0,1,253,0
David Trezeguet,Bermuda,0,0,14,50,0
David Trezeguet,Angola,0,0,14,110,0
David Trezeguet,India,0,0,14,124,0
David Turpel,Solomon Islands,0,0,5,166,0
David Turpel,Myanmar,0,0,5,71,0
David Turpel,Martinique,0,0,5,57,0
David Vaughan,Spain,0,0,1,227,0
David Vaughan,North Korea,0,0,1,124,0
David Vaughan,Belize,0,0,1,68,0
David Villa,Cambodia,0,0,41,130,0
David Villa,Uruguay,0,0,41,293,0
David Villa,Ghana,0,0,41,147,0
David Weir,United States Virgin Islands,0,0,1,94,0
David Weir,French Guiana,0,0,1,7,0
David Weir,Gabon,0,0,1,97,0
David Wotherspoon,Indonesia,0,0,1,181,0
David Wotherspoon,South Korea,0,0,1,188,0
David Wotherspoon,Papua New Guinea,0,0,1,81,0
David Zdrilic,Iceland,0,0,17,355,0
David Zdrilic,Burkina Faso,0,0,17,138,0
David Zdrilic,Bhutan,0,0,17,58,0
Davide Astori,Tanzania,0,0,1,79,0
Davide Astori,Scotland,0,0,1,253,0
Davide Astori,Niger,0,0,1,64,0
Davide Frattesi,Argentina,0,0,4,252,0
Davide Frattesi,Hong Kong,0,0,4,112,0
Davide Frattesi,Turks and Caicos Islands,0,0,4,66,0
Davide Gualtieri,Serbia,0,0,1,188,0
Davide Gualtieri,French Guiana,0,0,1,7,0
Davide Gualtieri,Bulgaria,0,0,1,288,0
Davie Cooper,Hungary,0,0,4,315,0
Davie Cooper,Somalia,0,0,4,29,0
Davie Cooper,Antigua and Barbuda,0,0,4,65,0
Davinson Sánchez,Sudan,0,0,1,110,0
Davinson Sánchez,Mexico,0,0,1,279,0
Davinson Sánchez,Scotland,0,0,1,253,0
Davit Janashia,Cyprus,0,0,1,484,0
Davit Janashia,Liberia,0,0,1,106,0
Davit Janashia,Eswatini,0,0,1,41,0
Davit Mujiri,Egypt,0,0,1,152,0
Davit Mujiri,South Sudan,0,0,1,7,0
Davit Mujiri,China PR,0,0,1,158,0
Davor Jozić,United Arab Emirates,0,0,2,200,0
Davor Jozić,Eritrea,0,0,2,19,0
Davor Jozić,Japan,0,0,2,183,0
Davor Vugrinec,Kosovo,0,0,4,79,0
Davor Vugrinec,Bahamas,0,0,4,58,0
Davor Vugrinec,Ethiopia,0,0,4,65,0
Davor Šuker,Bolivia,0,0,32,365,0
Davor Šuker,Indonesia,0,0,32,181,0
Davron Ergashev,Rwanda,0,0,1,66,0
Davron Ergashev,Spain,0,0,1,227,0
Davron Ergashev,Azerbaijan,0,0,1,308,0
Davy Arnaud,Papua New Guinea,0,0,1,81,0
Davy Arnaud,Zambia,0,0,1,136,0
Davy Arnaud,Bangladesh,0,0,1,158,0
Davy Klaassen,Bosnia and Herzegovina,0,0,7,215,0
Davy Klaassen,Qatar,0,0,7,187,0
Davy Klaassen,Serbia,0,0,7,188,0
Davy Pröpper,Togo,0,0,3,121,0
Davy Pröpper,Guyana,0,0,3,71,0
Davy Pröpper,British Virgin Islands,0,0,3,53,0
Davíð Kristján Ólafsson,Venezuela,0,0,1,427,0
Davíð Kristján Ólafsson,Portugal,0,0,1,225,0
Davíð Kristján Ólafsson,Australia,0,0,1,167,0
Dawa Hotessa,Croatia,0,0,1,195,0
Dawa Hotessa,Guyana,0,0,1,71,0
Dawa Hotessa,Hong Kong,0,0,1,112,0
Dawit Fekadu,Timor-Leste,0,0,2,61,0
Dawit Fekadu,Jordan,0,0,2,112,0
Dawit Fekadu,Ethiopia,0,0,2,65,0
Dawood Ali,Scotland,0,0,1,253,0
Dawood Ali,Norway,0,0,1,231,0
Dawood Ali,Oman,0,0,1,104,0
Dayot Upamecano,Tonga,0,0,2,72,0
Dayot Upamecano,Solomon Islands,0,0,2,166,0
Dayot Upamecano,Georgia,0,0,2,232,0
Dayro Moreno,Nepal,0,0,1,120,0
Dayro Moreno,North Macedonia,0,0,1,258,0
Dayro Moreno,Indonesia,0,0,1,181,0
Dean Furman,Kyrgyzstan,0,0,2,70,0
Dean Furman,Guyana,0,0,2,71,0
Dean Furman,Mali,0,0,2,109,0
Dean Saunders,Portugal,0,0,15,225,0
Dean Saunders,Peru,0,0,15,331,0
Dean Saunders,Saint Vincent and the Grenadines,0,0,15,194,0
Dean Shiels,Antigua and Barbuda,0,0,1,65,0
Dean Shiels,Iceland,0,0,1,355,0
Dean Shiels,South Africa,0,0,1,126,0
Debatik Curri,Saint Kitts and Nevis,0,0,1,72,0
Debatik Curri,Japan,0,0,1,183,0
Debatik Curri,Yemen DPR,0,0,1,7,0
Declan Edge,Israel,0,0,1,259,0
Declan Edge,United States,0,0,1,250,0
Declan Edge,Scotland,0,0,1,253,0
Declan Rice,Panama,0,0,3,214,0
Declan Rice,Northern Ireland,0,0,3,279,0
Declan Rice,Puerto Rico,0,0,3,32,0
Deco,Congo,0,0,4,92,0
Deco,Costa Rica,0,0,4,286,0
Deco,Peru,0,0,4,331,0
Dede Sulaiman,Kenya,0,0,4,118,0
Dede Sulaiman,Wales,0,0,4,272,0
Dede Sulaiman,New Zealand,0,0,4,140,0
Deepak Amatya,Nigeria,0,0,1,152,0
Deepak Amatya,Argentina,0,0,1,252,0
Deepak Amatya,Kazakhstan,0,0,1,260,0
Deepak Lama,Yugoslavia,0,0,1,63,0
Deepak Lama,Ivory Coast,0,0,1,163,0
Deepak Lama,Guinea-Bissau,0,0,1,47,0
Deimantas Petravičius,Haiti,0,0,1,123,0
Deimantas Petravičius,Brunei,0,0,1,61,0
Deimantas Petravičius,Gabon,0,0,1,97,0
Deividas Česnauskis,Maldives,0,0,3,140,0
Deividas Česnauskis,Mauritius,0,0,3,46,0
Deividas Česnauskis,Dominican Republic,0,0,3,48,0
Deivydas Matulevičius,Ethiopia,0,0,3,65,0
Deivydas Matulevičius,Czechoslovakia,0,0,3,55,0
Deivydas Matulevičius,Angola,0,0,3,110,0
Dejan Damjanović,Somalia,0,0,7,29,0
Dejan Damjanović,Latvia,0,0,7,320,0
Dejan Damjanović,Liechtenstein,0,0,7,466,0
Dejan Govedarica,Malawi,0,0,1,103,0
Dejan Govedarica,Malta,0,0,1,571,0
Dejan Govedarica,Cayman Islands,0,0,1,53,0
Dejan Jakovic,United States,0,0,1,250,0
Dejan Jakovic,Rwanda,0,0,1,66,0
Dejan Jakovic,Cayman Islands,0,0,1,53,0
Dejan Kulusevski,Lithuania,0,0,3,313,0
Dejan Kulusevski,Barbados,0,0,3,67,0
Dejan Kulusevski,Turks and Caicos Islands,0,0,3,66,0
Dejan Lazarević,Jamaica,0,0,1,204,0
Dejan Lazarević,South Africa,0,0,1,126,0
Dejan Lazarević,Egypt,0,0,1,152,0
Dejan Ljubičić,Iraq,0,0,1,157,0
Dejan Ljubičić,Anguilla,0,0,1,63,0
Dejan Ljubičić,Spain,0,0,1,227,0
Dejan Lovren,Cuba,0,0,5,173,0
Dejan Lovren,Montserrat,0,0,5,49,0
Dejan Lovren,Taiwan,0,0,5,215,0
Dejan Savićević,Malawi,0,0,14,103,0
Dejan Savićević,Botswana,0,0,14,62,0
Dejan Savićević,Guatemala,0,0,14,153,0
Dejan Stanković,Guatemala,0,0,9,153,0
Dejan Stanković,Cayman Islands,0,0,9,53,0
Dejan Stanković,Belgium,0,0,9,274,0
Dejvi Glavevski,Comoros,0,0,3,27,0
Dejvi Glavevski,Haiti,0,0,3,123,0
Dejvi Glavevski,Angola,0,0,3,110,0
Dele Alli,Brazil,0,0,2,214,0
Dele Alli,Moldova,0,0,2,314,0
Dele Alli,Sierra Leone,0,0,2,73,0
Delio Toledo,Turks and Caicos Islands,0,0,1,66,0
Delio Toledo,Guadeloupe,0,0,1,30,0
Delio Toledo,Malawi,0,0,1,103,0
Delron Buckley,Vanuatu,0,0,3,126,0
Delron Buckley,Algeria,0,0,3,189,0
Delron Buckley,Rwanda,0,0,3,66,0
Delvin N'Dinga,Venezuela,0,0,1,427,0
Delvin N'Dinga,United States,0,0,1,250,0
Delvin N'Dinga,Yemen DPR,0,0,1,7,0
Demar Phillips,Andorra,0,0,6,396,0
Demar Phillips,Morocco,0,0,6,122,0
Demar Phillips,British Virgin Islands,0,0,6,53,0
Demarai Gray,Martinique,0,0,2,57,0
Demarai Gray,Paraguay,0,0,2,297,0
Demarai Gray,United Arab Emirates,0,0,2,200,0
Demba Camara,Uzbekistan,0,0,1,152,0
Demba Camara,Saint Vincent and the Grenadines,0,0,1,194,0
Demba Camara,England,0,0,1,190,0
Demba Malick,Togo,0,0,1,121,0
Demba Malick,Ivory Coast,0,0,1,163,0
Demba Malick,Bangladesh,0,0,1,158,0
Deme N'Diaye,Tahiti,0,0,1,150,0
Deme N'Diaye,Azerbaijan,0,0,1,308,0
Deme N'Diaye,Bahamas,0,0,1,58,0
Demetrio Albertini,Thailand,0,0,2,183,0
Demetrio Albertini,Belarus,0,0,2,252,0
Demetrio Albertini,Burkina Faso,0,0,2,138,0
Demetrio Angola,Tanzania,0,0,1,79,0
Demetrio Angola,Turkmenistan,0,0,1,85,0
Demetrio Angola,Thailand,0,0,1,183,0
Demetris Christofi,Guyana,0,0,5,71,0
Demetris Christofi,Senegal,0,0,5,117,0
Demetris Christofi,Costa Rica,0,0,5,286,0
Demis Nikolaidis,Chile,0,0,8,291,0
Demis Nikolaidis,Saint Vincent and the Grenadines,0,0,8,194,0
Demis Nikolaidis,Gibraltar,0,0,8,244,0
Demont Mitchell,American Samoa,0,0,1,96,0
Demont Mitchell,Panama,0,0,1,214,0
Demont Mitchell,Afghanistan,0,0,1,58,0
Deng Chyan,Niger,0,0,1,64,0
Deng Chyan,Ethiopia,0,0,1,65,0
Deng Chyan,Haiti,0,0,1,123,0
Deng Zhuoxiang,Slovakia,0,0,3,206,0
Deng Zhuoxiang,China PR,0,0,3,158,0
Deng Zhuoxiang,Uruguay,0,0,3,293,0
Deni Milošević,Croatia,0,0,1,195,0
Deni Milošević,Dominica,0,0,1,57,0
Deni Milošević,Mexico,0,0,1,279,0
Denis Alibec,New Zealand,0,0,4,140,0
Denis Alibec,San Marino,0,0,4,734,0
Denis Alibec,Botswana,0,0,4,62,0
Denis Calincov,Romania,0,0,1,237,0
Denis Calincov,Madagascar,0,0,1,66,0
Denis Calincov,Bangladesh,0,0,1,158,0
Denis Cheryshev,Faroe Islands,0,0,12,455,0
Denis Cheryshev,Gibraltar,0,0,12,244,0
Denis Cheryshev,Jordan,0,0,12,112,0
Denis Drăguș,Laos,0,0,1,124,0
Denis Drăguș,Puerto Rico,0,0,1,32,0
Denis Drăguș,Montenegro,0,0,1,121,0
Denis Glushakov,Armenia,0,0,4,285,0
Denis Glushakov,Palestine,0,0,4,64,0
